OP_PROFIT_LOSS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,REGION,YEAR,QUARTER
-334565.52,UA,United Air Lines Inc.,A,2020,2
-334120,AA,American Airlines Inc.,D,2011,1
-332025.96,NK,Spirit Air Lines,D,2020,2
-329283.98,UA,United Air Lines Inc.,D,2012,4
-326933,DL,Delta Air Lines Inc.,A,2020,2
-321505.13,UA,United Air Lines Inc.,P,2020,3
-321400.71,AA,American Airlines Inc.,A,2021,3
-311845.84,UA,United Air Lines Inc.,D,2014,1
-306299.98,AA,American Airlines Inc.,A,2022,2
-304606.82,UA,United Air Lines Inc.,L,2020,4
-304085.1,AA,American Airlines Inc.,A,2020,1
-294743.38,B6,JetBlue Airways,D,2022,1
-290930.71,AA,American Airlines Inc.,L,2022,1
-290611.39,UA,United Air Lines Inc.,L,2021,2
-289992,DL,Delta Air Lines Inc.,L,2021,1
-288207,DL,Delta Air Lines Inc.,D,2014,4
-283434.22,UA,United Air Lines Inc.,L,2022,1
-272246.35,UA,United Air Lines Inc.,P,2021,1
-267513.28,NK,Spirit Air Lines,D,2022,4
-254138.46,AA,American Airlines Inc.,A,2021,4
-249327.96,AA,American Airlines Inc.,L,2020,4
-249135,AA,American Airlines Inc.,D,2010,1
-248331.44,NK,Spirit Air Lines,D,2021,1
-246605.37,UA,United Air Lines Inc.,D,2011,4
-241310,AS,Alaska Airlines Inc.,D,2022,1
-240986.02,AA,American Airlines Inc.,L,2020,3
-239530,AA,American Airlines Inc.,D,2009,3
-238927.53,AA,American Airlines Inc.,A,2020,2
-238126.06,NK,Spirit Air Lines,D,2020,3
-236419,AS,Alaska Airlines Inc.,D,2020,1
-231833,DL,Delta Air Lines Inc.,A,2009,1
-229041,DL,Delta Air Lines Inc.,L,2014,4
-228388.77,HA,Hawaiian Airlines Inc.,D,2020,3
-226709,DL,Delta Air Lines Inc.,P,2020,2
-223383,DL,Delta Air Lines Inc.,A,2011,1
-223081.77,HA,Hawaiian Airlines Inc.,D,2020,2
-222557,AA,American Airlines Inc.,D,2009,1
-220417.8,UA,United Air Lines Inc.,D,2012,1
-210264.14,UA,United Air Lines Inc.,L,2020,3
-208037.54,AA,American Airlines Inc.,A,2022,4
-204706.55,UA,United Air Lines Inc.,A,2021,2
-204675.93,UA,United Air Lines Inc.,P,2020,4
-203287.59,F9,Frontier Airlines Inc.,D,2021,1
-199409.37,HA,Hawaiian Airlines Inc.,D,2021,1
-188723.72,UA,United Air Lines Inc.,P,2020,1
-182057.84,G4,Allegiant Air,D,2020,2
-180805.17,NK,Spirit Air Lines,D,2022,1
-179163.18,AA,American Airlines Inc.,L,2020,2
-178119.96,HA,Hawaiian Airlines Inc.,D,2020,4
-177991,AA,American Airlines Inc.,A,2011,4
-175770.56,AA,American Airlines Inc.,L,2021,2
-175349.72,F9,Frontier Airlines Inc.,D,2020,4
-172456.35,AA,American Airlines Inc.,P,2020,3
-170898,UA,United Air Lines Inc.,D,2013,1
-169515.46,F9,Frontier Airlines Inc.,D,2020,3
-168353.77,B6,JetBlue Airways,D,2021,2
-167696.65,UA,United Air Lines Inc.,P,2021,2
-167434,AA,American Airlines Inc.,A,2011,2
-161533,AA,American Airlines Inc.,D,2012,3
-161404.88,UA,United Air Lines Inc.,A,2022,1
-160386,AA,American Airlines Inc.,D,2009,2
-158359,DL,Delta Air Lines Inc.,A,2012,2
-158198,DL,Delta Air Lines Inc.,A,2021,1
-157436,AA,American Airlines Inc.,D,2012,1
-156492,DL,Delta Air Lines Inc.,A,2009,2
-156223.37,B6,JetBlue Airways,D,2020,1
-155971.44,UA,United Air Lines Inc.,D,2012,3
-155571.14,UA,United Air Lines Inc.,L,2020,2
-152773,DL,Delta Air Lines Inc.,A,2020,3
-148487.89,AA,American Airlines Inc.,A,2020,4
-145830,WN,Southwest Airlines Co.,D,2022,1
-144735.62,NK,Spirit Air Lines,D,2020,4
-140271,DL,Delta Air Lines Inc.,P,2014,4
-138239,DL,Delta Air Lines Inc.,P,2012,2
-137161.05,AA,American Airlines Inc.,A,2021,1
-135608.01,UA,United Air Lines Inc.,A,2012,1
-134184,UA,United Air Lines Inc.,D,2009,1
-133056,DL,Delta Air Lines Inc.,A,2012,1
-129453.58,AA,American Airlines Inc.,P,2018,4
-129329.33,HA,Hawaiian Airlines Inc.,D,2022,1
-128484.54,AA,American Airlines Inc.,P,2018,1
-126213,WN,Southwest Airlines Co.,D,2021,2
-122291.71,B6,JetBlue Airways,L,2021,1
-121142,AA,American Airlines Inc.,A,2011,3
-119548.51,AA,American Airlines Inc.,P,2017,4
-118206.44,AA,American Airlines Inc.,P,2019,4
-114842,DL,Delta Air Lines Inc.,A,2014,4
-114807.95,UA,United Air Lines Inc.,L,2022,2
-114475.71,AA,American Airlines Inc.,L,2021,4
-114295,DL,Delta Air Lines Inc.,A,2020,4
-114002.19,AA,American Airlines Inc.,P,2020,1
-113566.33,F9,Frontier Airlines Inc.,D,2020,1
-113499.15,G4,Allegiant Air,D,2020,3
-112969,DL,Delta Air Lines Inc.,A,2009,4
-110350,AA,American Airlines Inc.,P,2011,2
-109630,AA,American Airlines Inc.,A,2010,4
-108357.65,F9,Frontier Airlines Inc.,D,2022,1
-108148.62,UA,United Air Lines Inc.,A,2020,1
-106383,WN,Southwest Airlines Co.,D,2020,1
-102208.35,UA,United Air Lines Inc.,P,2017,1
-101165,AA,American Airlines Inc.,P,2011,3
-100574.57,AA,American Airlines Inc.,P,2017,1
-98725,DL,Delta Air Lines Inc.,A,2010,1
-97120,DL,Delta Air Lines Inc.,A,2011,2
-95576,AA,American Airlines Inc.,A,2009,1
-95238.61,B6,JetBlue Airways,L,2020,3
-93340.74,AA,American Airlines Inc.,P,2019,2
-92599,DL,Delta Air Lines Inc.,L,2011,1
-90556.51,UA,United Air Lines Inc.,L,2021,4
-89835.61,AA,American Airlines Inc.,P,2019,3
-89518.95,AA,American Airlines Inc.,A,2019,1
-89238.14,AA,American Airlines Inc.,A,2011,1
-89159.23,AA,American Airlines Inc.,P,2018,3
-88580.78,AA,American Airlines Inc.,P,2018,2
-87288.14,UA,United Air Lines Inc.,A,2012,4
-86810,B6,JetBlue Airways,D,2021,4
-85764.05,UA,United Air Lines Inc.,L,2020,1
-85324.78,HA,Hawaiian Airlines Inc.,D,2021,4
-85064,DL,Delta Air Lines Inc.,L,2022,1
-84928,DL,Delta Air Lines Inc.,L,2020,4
-83894.23,AA,American Airlines Inc.,A,2019,4
-80715.9,HA,Hawaiian Airlines Inc.,D,2020,1
-80572.1,F9,Frontier Airlines Inc.,D,2020,2
-80411,AA,American Airlines Inc.,A,2012,1
-79815,AA,American Airlines Inc.,P,2011,4
-79370,DL,Delta Air Lines Inc.,A,2022,1
-79254.49,AA,American Airlines Inc.,P,2016,4
-79097.15,AA,American Airlines Inc.,P,2019,1
-78662.88,UA,United Air Lines Inc.,P,2019,4
-78649.43,UA,United Air Lines Inc.,L,2021,3
-77918,AA,American Airlines Inc.,A,2010,1
-77823.04,AA,American Airlines Inc.,A,2017,4
-75868.63,AA,American Airlines Inc.,A,2018,1
-75846.76,UA,United Air Lines Inc.,D,2011,1
-75375,DL,Delta Air Lines Inc.,A,2009,3
-74846.23,B6,JetBlue Airways,L,2022,1
-74731.03,G4,Allegiant Air,D,2021,1
-74556,DL,Delta Air Lines Inc.,P,2020,3
-74316,AA,American Airlines Inc.,P,2013,1
-73216,AA,American Airlines Inc.,P,2013,4
-72689.8,HA,Hawaiian Airlines Inc.,D,2011,2
-72598,DL,Delta Air Lines Inc.,P,2021,1
-72352.68,AA,American Airlines Inc.,A,2016,4
-70364,AA,American Airlines Inc.,P,2014,4
-70022.9,AA,American Airlines Inc.,P,2017,2
-69665.56,AA,American Airlines Inc.,P,2021,1
-68968,AA,American Airlines Inc.,A,2009,4
-68101.88,F9,Frontier Airlines Inc.,D,2011,1
-63538.75,F9,Frontier Airlines Inc.,D,2021,4
-62884.48,NK,Spirit Air Lines,D,2021,3
-62606,DL,Delta Air Lines Inc.,L,2012,2
-62381.25,AA,American Airlines Inc.,A,2022,3
-62092,AA,American Airlines Inc.,D,2012,4
-61758,AA,American Airlines Inc.,P,2012,1
-61715.98,UA,United Air Lines Inc.,A,2021,3
-61230.31,F9,Frontier Airlines Inc.,D,2021,2
-60649.35,AA,American Airlines Inc.,P,2021,2
-60311.64,UA,United Air Lines Inc.,P,2018,1
-59666,DL,Delta Air Lines Inc.,L,2014,1
-59457,AS,Alaska Airlines Inc.,L,2020,4
-59306,DL,Delta Air Lines Inc.,A,2021,2
-59137,DL,Delta Air Lines Inc.,L,2010,1
-58989.57,B6,JetBlue Airways,L,2022,2
-58275.24,B6,JetBlue Airways,D,2021,3
-57551.76,HA,Hawaiian Airlines Inc.,D,2021,2
-57322.67,AA,American Airlines Inc.,P,2022,1
-57170,AS,Alaska Airlines Inc.,L,2021,1
-56882,UA,United Air Lines Inc.,A,2013,1
-55905.35,AA,American Airlines Inc.,P,2017,3
-55482,DL,Delta Air Lines Inc.,L,2020,2
-54105.62,B6,JetBlue Airways,D,2022,2
-53903.21,UA,United Air Lines Inc.,P,2016,1
-53828,DL,Delta Air Lines Inc.,L,2013,4
-52482.74,NK,Spirit Air Lines,D,2020,1
-52455,AA,American Airlines Inc.,P,2012,4
-52440.33,NK,Spirit Air Lines,D,2021,4
-52378.35,AA,American Airlines Inc.,D,2021,3
-50963,DL,Delta Air Lines Inc.,L,2009,1
-50237,DL,Delta Air Lines Inc.,A,2010,4
-49950,WN,Southwest Airlines Co.,D,2009,1
-49767,AA,American Airlines Inc.,P,2013,2
-49333,DL,Delta Air Lines Inc.,L,2020,3
-48563,DL,Delta Air Lines Inc.,L,2014,3
-48083.49,UA,United Air Lines Inc.,P,2012,4
-47769.85,F9,Frontier Airlines Inc.,D,2011,2
-47627,AA,American Airlines Inc.,P,2013,3
-47526,AA,American Airlines Inc.,D,2013,1
-46325.8,AA,American Airlines Inc.,A,2018,4
-44766,AA,American Airlines Inc.,A,2012,4
-43488,AA,American Airlines Inc.,A,2009,2
-43457.93,AA,American Airlines Inc.,A,2017,1
-42828,DL,Delta Air Lines Inc.,L,2021,2
-42620,DL,Delta Air Lines Inc.,L,2011,2
-42618,DL,Delta Air Lines Inc.,D,2009,1
-42079,AS,Alaska Airlines Inc.,L,2020,3
-41833.59,UA,United Air Lines Inc.,P,2022,1
-41423,UA,United Air Lines Inc.,D,2010,4
-41418.75,AA,American Airlines Inc.,P,2022,4
-40996.85,B6,JetBlue Airways,L,2021,2
-40966,DL,Delta Air Lines Inc.,P,2020,4
-40965.13,B6,JetBlue Airways,D,2014,1
-39307,DL,Delta Air Lines Inc.,P,2011,2
-39292.71,F9,Frontier Airlines Inc.,D,2013,1
-38909,AA,American Airlines Inc.,P,2014,1
-38858,AA,American Airlines Inc.,P,2012,2
-38666.75,NK,Spirit Air Lines,D,2022,2
-38442,UA,United Air Lines Inc.,D,2009,4
-38216.18,NK,Spirit Air Lines,L,2022,4
-37290.77,AA,American Airlines Inc.,P,2020,4
-36855.21,HA,Hawaiian Airlines Inc.,D,2022,4
-36700,DL,Delta Air Lines Inc.,P,2021,2
-36424,UA,United Air Lines Inc.,D,2010,1
-36354.31,F9,Frontier Airlines Inc.,L,2022,1
-36222.85,HA,Hawaiian Airlines Inc.,P,2013,4
-35842,DL,Delta Air Lines Inc.,L,2012,1
-35693.01,NK,Spirit Air Lines,D,2018,1
-35290,DL,Delta Air Lines Inc.,L,2009,2
-34590.66,B6,JetBlue Airways,L,2021,4
-33863,AS,Alaska Airlines Inc.,D,2021,2
-33660,AA,American Airlines Inc.,L,2009,2
-32257,AS,Alaska Airlines Inc.,L,2010,1
-32194.41,AA,American Airlines Inc.,P,2021,3
-31952.35,NK,Spirit Air Lines,L,2021,1
-31851,AS,Alaska Airlines Inc.,L,2022,1
-31602,AA,American Airlines Inc.,P,2011,1
-31525.1,F9,Frontier Airlines Inc.,D,2018,4
-31513.05,NK,Spirit Air Lines,D,2022,3
-31244,AA,American Airlines Inc.,P,2014,2
-30662.87,NK,Spirit Air Lines,L,2022,1
-29566.13,HA,Hawaiian Airlines Inc.,P,2014,1
-29362,WN,Southwest Airlines Co.,L,2020,3
-29039,DL,Delta Air Lines Inc.,L,2009,4
-28911.22,AA,American Airlines Inc.,P,2021,4
-28882,AA,American Airlines Inc.,P,2009,4
-28806,DL,Delta Air Lines Inc.,L,2014,2
-28628,WN,Southwest Airlines Co.,D,2021,3
-28459.23,AA,American Airlines Inc.,P,2022,2
-28410.63,B6,JetBlue Airways,D,2022,3
-28195.67,G4,Allegiant Air,D,2020,4
-27787.39,F9,Frontier Airlines Inc.,D,2021,3
-27389.18,AA,American Airlines Inc.,P,2016,3
-27356,AA,American Airlines Inc.,P,2010,1
-27312,AA,American Airlines Inc.,A,2013,1
-27084.03,B6,JetBlue Airways,L,2020,2
-26474.02,UA,United Air Lines Inc.,P,2018,4
-26333.16,F9,Frontier Airlines Inc.,D,2012,1
-26156,AA,American Airlines Inc.,L,2010,2
-25788,DL,Delta Air Lines Inc.,P,2011,1
-25392,UA,United Air Lines Inc.,P,2013,1
-25382,DL,Delta Air Lines Inc.,L,2015,4
-24764.12,HA,Hawaiian Airlines Inc.,P,2020,4
-24548,WN,Southwest Airlines Co.,L,2020,4
-24428.39,UA,United Air Lines Inc.,P,2016,4
-24137,WN,Southwest Airlines Co.,L,2021,1
-23933.55,HA,Hawaiian Airlines Inc.,P,2014,2
-23410,AS,Alaska Airlines Inc.,L,2020,2
-22775,DL,Delta Air Lines Inc.,L,2013,2
-22458,AA,American Airlines Inc.,P,2014,3
-22100,DL,Delta Air Lines Inc.,P,2022,1
-21874,AA,American Airlines Inc.,P,2009,2
-21594.31,F9,Frontier Airlines Inc.,L,2021,4
-21590.09,HA,Hawaiian Airlines Inc.,P,2020,3
-21381.31,HA,Hawaiian Airlines Inc.,P,2013,2
-21288.55,F9,Frontier Airlines Inc.,D,2010,1
-21229,AA,American Airlines Inc.,P,2012,3
-20933.94,AA,American Airlines Inc.,L,2021,3
-20930,AA,American Airlines Inc.,P,2010,4
-20710.02,F9,Frontier Airlines Inc.,D,2011,4
-20673.94,HA,Hawaiian Airlines Inc.,P,2022,3
-20484,AS,Alaska Airlines Inc.,L,2020,1
-20284,AA,American Airlines Inc.,P,2009,3
-20283.31,F9,Frontier Airlines Inc.,D,2010,4
-20058.96,NK,Spirit Air Lines,D,2021,2
-19590.39,HA,Hawaiian Airlines Inc.,P,2021,1
-18740.35,HA,Hawaiian Airlines Inc.,P,2021,3
-18429.5,HA,Hawaiian Airlines Inc.,P,2013,1
-18418.7,F9,Frontier Airlines Inc.,L,2022,2
-18001,AA,American Airlines Inc.,D,2011,3
-17888.67,NK,Spirit Air Lines,L,2020,4
-17522,DL,Delta Air Lines Inc.,L,2010,2
-17157.28,HA,Hawaiian Airlines Inc.,P,2018,1
-17046.24,HA,Hawaiian Airlines Inc.,P,2017,1
-16681.15,UA,United Air Lines Inc.,P,2017,4
-16417.83,HA,Hawaiian Airlines Inc.,P,2022,1
-15815.72,HA,Hawaiian Airlines Inc.,D,2022,2
-15602,DL,Delta Air Lines Inc.,P,2009,2
-15437,DL,Delta Air Lines Inc.,P,2009,3
-15038.89,AA,American Airlines Inc.,L,2020,1
-14605.53,HA,Hawaiian Airlines Inc.,D,2021,3
-14307,UA,United Air Lines Inc.,L,2009,3
-14120,AA,American Airlines Inc.,A,2009,3
-13926.49,UA,United Air Lines Inc.,A,2014,1
-13621.52,HA,Hawaiian Airlines Inc.,P,2016,4
-13119.2,F9,Frontier Airlines Inc.,L,2021,1
-12771.51,HA,Hawaiian Airlines Inc.,P,2016,2
-12432.27,F9,Frontier Airlines Inc.,D,2009,4
-12280,AA,American Airlines Inc.,P,2009,1
-12125,UA,United Air Lines Inc.,L,2009,1
-12006.36,NK,Spirit Air Lines,L,2020,3
-11984,WN,Southwest Airlines Co.,L,2022,4
-11921,UA,United Air Lines Inc.,L,2009,2
-11906.47,UA,United Air Lines Inc.,P,2014,1
-11836.1,UA,United Air Lines Inc.,P,2017,2
-11670,DL,Delta Air Lines Inc.,P,2009,1
-11499.5,HA,Hawaiian Airlines Inc.,D,2011,1
-11447.48,HA,Hawaiian Airlines Inc.,P,2022,2
-11342.5,AA,American Airlines Inc.,P,2020,2
-10933.71,UA,United Air Lines Inc.,L,2016,2
-10273.08,UA,United Air Lines Inc.,P,2021,4
-10268.85,NK,Spirit Air Lines,L,2020,2
-10110.98,UA,United Air Lines Inc.,L,2018,1
-9831,UA,United Air Lines Inc.,P,2009,3
-9495.78,HA,Hawaiian Airlines Inc.,P,2021,2
-9479.71,NK,Spirit Air Lines,L,2021,3
-9109.35,NK,Spirit Air Lines,L,2021,4
-8649,AS,Alaska Airlines Inc.,L,2021,2
-8197.42,F9,Frontier Airlines Inc.,L,2020,4
-7959.47,HA,Hawaiian Airlines Inc.,P,2009,3
-7894,DL,Delta Air Lines Inc.,L,2009,3
-7890,AS,Alaska Airlines Inc.,L,2021,4
-7709.48,UA,United Air Lines Inc.,L,2017,1
-7624,UA,United Air Lines Inc.,L,2010,4
-7018.78,UA,United Air Lines Inc.,P,2016,2
-6826.96,HA,Hawaiian Airlines Inc.,P,2017,4
-6712,UA,United Air Lines Inc.,L,2013,1
-6663.55,NK,Spirit Air Lines,L,2022,2
-6410.36,HA,Hawaiian Airlines Inc.,P,2016,1
-6297,AS,Alaska Airlines Inc.,L,2022,4
-5921.88,HA,Hawaiian Airlines Inc.,P,2009,2
-5861.94,HA,Hawaiian Airlines Inc.,P,2009,1
-5721.64,HA,Hawaiian Airlines Inc.,P,2013,3
-5597,AS,Alaska Airlines Inc.,L,2018,1
-5564.17,UA,United Air Lines Inc.,L,2011,1
-5509.24,NK,Spirit Air Lines,L,2020,1
-5094,WN,Southwest Airlines Co.,L,2022,1
-4899,UA,United Air Lines Inc.,P,2009,1
-4876.15,NK,Spirit Air Lines,L,2022,3
-4768,AS,Alaska Airlines Inc.,L,2012,1
-4619.96,HA,Hawaiian Airlines Inc.,P,2018,2
-4538.98,F9,Frontier Airlines Inc.,L,2017,1
-4317.93,HA,Hawaiian Airlines Inc.,P,2010,1
-4185,AS,Alaska Airlines Inc.,L,2019,1
-4178,AS,Alaska Airlines Inc.,L,2011,1
-4115,WN,Southwest Airlines Co.,L,2021,2
-4030,AS,Alaska Airlines Inc.,L,2009,2
-3717,DL,Delta Air Lines Inc.,L,2010,4
-3609.75,F9,Frontier Airlines Inc.,L,2012,3
-3370,AS,Alaska Airlines Inc.,L,2022,2
-3143,WN,Southwest Airlines Co.,L,2020,1
-3103.74,NK,Spirit Air Lines,L,2018,1
-3033.86,UA,United Air Lines Inc.,L,2013,2
-3016.06,UA,United Air Lines Inc.,L,2014,1
-2898.06,F9,Frontier Airlines Inc.,L,2021,2
-2854.89,F9,Frontier Airlines Inc.,D,2011,3
-2785.76,F9,Frontier Airlines Inc.,L,2018,3
-2677,AS,Alaska Airlines Inc.,L,2009,4
-2419,DL,Delta Air Lines Inc.,L,2015,1
-2365.74,F9,Frontier Airlines Inc.,L,2020,3
-2358,UA,United Air Lines Inc.,L,2010,1
-2303.31,NK,Spirit Air Lines,L,2021,2
-2054.62,HA,Hawaiian Airlines Inc.,P,2015,2
-1959.25,UA,United Air Lines Inc.,L,2012,1
-1925.33,AA,American Airlines Inc.,P,2022,3
-1808.72,F9,Frontier Airlines Inc.,L,2016,1
-1749,NK,Spirit Air Lines,D,2010,2
-1321.88,F9,Frontier Airlines Inc.,L,2018,4
-1172,AS,Alaska Airlines Inc.,L,2011,4
-1154.41,F9,Frontier Airlines Inc.,L,2021,3
-1104.18,F9,Frontier Airlines Inc.,L,2018,2
-965,WN,Southwest Airlines Co.,L,2021,3
-937.54,F9,Frontier Airlines Inc.,D,2012,4
-885,AS,Alaska Airlines Inc.,L,2013,1
-884,WN,Southwest Airlines Co.,L,2020,2
-755,UA,United Air Lines Inc.,P,2019,1
-623.69,F9,Frontier Airlines Inc.,D,2010,2
-599.95,F9,Frontier Airlines Inc.,L,2010,1
-588,UA,United Air Lines Inc.,L,2009,4
-566,AS,Alaska Airlines Inc.,L,2012,4
-423,NK,Spirit Air Lines,L,2010,2
-261,AS,Alaska Airlines Inc.,L,2009,3
-250.31,UA,United Air Lines Inc.,L,2018,2
-249.13,F9,Frontier Airlines Inc.,L,2016,4
-157.1,F9,Frontier Airlines Inc.,L,2009,4
-125.9,F9,Frontier Airlines Inc.,L,2011,4
-121.51,B6,JetBlue Airways,A,2021,4
-25,AS,Alaska Airlines Inc.,L,2018,4
19.4,F9,Frontier Airlines Inc.,L,2020,2
66.03,HA,Hawaiian Airlines Inc.,P,2009,4
124.51,B6,JetBlue Airways,D,2011,1
414.23,B6,JetBlue Airways,A,2022,1
430,AS,Alaska Airlines Inc.,L,2022,3
456.99,F9,Frontier Airlines Inc.,L,2010,2
496.92,F9,Frontier Airlines Inc.,L,2010,3
499,WN,Southwest Airlines Co.,L,2012,3
508,AS,Alaska Airlines Inc.,L,2013,4
537.5,F9,Frontier Airlines Inc.,L,2016,2
575.76,F9,Frontier Airlines Inc.,L,2017,2
623.23,HA,Hawaiian Airlines Inc.,P,2020,2
630.48,F9,Frontier Airlines Inc.,L,2013,4
778.32,HA,Hawaiian Airlines Inc.,P,2019,1
864,WN,Southwest Airlines Co.,L,2013,1
873,WN,Southwest Airlines Co.,L,2012,4
890.16,B6,JetBlue Airways,A,2021,3
925,AS,Alaska Airlines Inc.,L,2010,2
1036.27,F9,Frontier Airlines Inc.,L,2009,3
1077.08,F9,Frontier Airlines Inc.,L,2022,4
1125.59,F9,Frontier Airlines Inc.,L,2016,3
1136,UA,United Air Lines Inc.,P,2009,2
1438.77,B6,JetBlue Airways,L,2020,4
1530.16,F9,Frontier Airlines Inc.,L,2022,3
1667,DL,Delta Air Lines Inc.,P,2012,1
1724,AS,Alaska Airlines Inc.,L,2011,2
1816.29,F9,Frontier Airlines Inc.,L,2015,4
1840.97,F9,Frontier Airlines Inc.,D,2017,1
1981,DL,Delta Air Lines Inc.,P,2021,4
2095,DL,Delta Air Lines Inc.,L,2013,3
2247,AS,Alaska Airlines Inc.,L,2009,1
2264.29,HA,Hawaiian Airlines Inc.,P,2010,4
2387,DL,Delta Air Lines Inc.,L,2011,3
2472.7,F9,Frontier Airlines Inc.,L,2009,2
2479.72,F9,Frontier Airlines Inc.,L,2018,1
2482.75,F9,Frontier Airlines Inc.,D,2013,2
2583,AS,Alaska Airlines Inc.,L,2014,1
2610.66,HA,Hawaiian Airlines Inc.,P,2010,2
2852.8,F9,Frontier Airlines Inc.,L,2014,4
3026.17,HA,Hawaiian Airlines Inc.,P,2015,1
3070.17,F9,Frontier Airlines Inc.,L,2013,3
3080,WN,Southwest Airlines Co.,L,2014,1
3210.16,F9,Frontier Airlines Inc.,L,2013,2
3298,AS,Alaska Airlines Inc.,L,2021,3
3314.95,F9,Frontier Airlines Inc.,L,2014,3
3539,NK,Spirit Air Lines,L,2009,4
3620.56,HA,Hawaiian Airlines Inc.,P,2015,4
3656.05,HA,Hawaiian Airlines Inc.,P,2011,2
3774.75,F9,Frontier Airlines Inc.,L,2012,4
3927.7,NK,Spirit Air Lines,L,2012,4
4011,WN,Southwest Airlines Co.,L,2012,2
4061.87,HA,Hawaiian Airlines Inc.,P,2017,2
4203,WN,Southwest Airlines Co.,L,2013,4
4307.13,NK,Spirit Air Lines,L,2010,4
4321.17,B6,JetBlue Airways,L,2009,2
4353.15,F9,Frontier Airlines Inc.,L,2010,4
4364.64,F9,Frontier Airlines Inc.,D,2013,4
4564,AS,Alaska Airlines Inc.,D,2009,1
4633.61,NK,Spirit Air Lines,L,2017,1
4704,NK,Spirit Air Lines,L,2010,1
4742.41,F9,Frontier Airlines Inc.,L,2012,2
4787,NK,Spirit Air Lines,L,2010,3
4794,AS,Alaska Airlines Inc.,L,2012,2
4835,WN,Southwest Airlines Co.,L,2013,3
4850.2,HA,Hawaiian Airlines Inc.,P,2011,4
4907.84,F9,Frontier Airlines Inc.,L,2014,2
5115.75,HA,Hawaiian Airlines Inc.,P,2012,4
5127.24,NK,Spirit Air Lines,L,2011,1
5132,AS,Alaska Airlines Inc.,L,2015,4
5171,DL,Delta Air Lines Inc.,P,2009,4
5206,AA,American Airlines Inc.,P,2010,2
5286.26,F9,Frontier Airlines Inc.,L,2011,3
5289.27,NK,Spirit Air Lines,L,2016,4
5304,WN,Southwest Airlines Co.,L,2013,2
5361.36,NK,Spirit Air Lines,L,2011,4
5438.19,NK,Spirit Air Lines,L,2012,1
5460,AS,Alaska Airlines Inc.,L,2013,2
5542.27,F9,Frontier Airlines Inc.,L,2017,4
5551,AS,Alaska Airlines Inc.,L,2017,4
5580,AS,Alaska Airlines Inc.,L,2019,4
5582.72,F9,Frontier Airlines Inc.,L,2009,1
5649,WN,Southwest Airlines Co.,L,2021,4
5680,NK,Spirit Air Lines,L,2009,3
5683.26,HA,Hawaiian Airlines Inc.,D,2012,2
5789.05,B6,JetBlue Airways,A,2022,2
5812.67,NK,Spirit Air Lines,L,2011,2
5931,AS,Alaska Airlines Inc.,L,2013,3
6047.04,HA,Hawaiian Airlines Inc.,D,2013,1
6106,NK,Spirit Air Lines,L,2009,1
6109.28,NK,Spirit Air Lines,L,2013,1
6170.76,F9,Frontier Airlines Inc.,D,2014,1
6291.74,F9,Frontier Airlines Inc.,L,2012,1
6299,AS,Alaska Airlines Inc.,L,2010,3
6306,AS,Alaska Airlines Inc.,L,2011,3
6415,NK,Spirit Air Lines,L,2014,1
6440,WN,Southwest Airlines Co.,L,2014,3
6463.25,HA,Hawaiian Airlines Inc.,D,2012,4
6556,AS,Alaska Airlines Inc.,L,2017,1
6574.21,NK,Spirit Air Lines,L,2017,4
6806.04,NK,Spirit Air Lines,L,2013,4
6852,DL,Delta Air Lines Inc.,L,2011,4
6906.6,HA,Hawaiian Airlines Inc.,P,2010,3
6964.8,HA,Hawaiian Airlines Inc.,D,2012,1
6970,AS,Alaska Airlines Inc.,L,2012,3
6979,WN,Southwest Airlines Co.,L,2014,4
7098,AS,Alaska Airlines Inc.,L,2014,4
7207.53,HA,Hawaiian Airlines Inc.,P,2012,1
7237,DL,Delta Air Lines Inc.,L,2010,3
7278.23,NK,Spirit Air Lines,L,2012,3
7384,AS,Alaska Airlines Inc.,L,2018,3
7437,UA,United Air Lines Inc.,L,2010,2
7443.17,G4,Allegiant Air,D,2022,3
7595,NK,Spirit Air Lines,L,2009,2
7629,AS,Alaska Airlines Inc.,L,2018,2
7663.4,NK,Spirit Air Lines,L,2012,2
7703.65,NK,Spirit Air Lines,L,2017,3
7708.22,NK,Spirit Air Lines,L,2011,3
7738.79,B6,JetBlue Airways,L,2009,1
7881,AS,Alaska Airlines Inc.,L,2014,2
7901,AS,Alaska Airlines Inc.,L,2019,3
7919.64,HA,Hawaiian Airlines Inc.,P,2011,1
8010.86,NK,Spirit Air Lines,L,2013,2
8052.12,F9,Frontier Airlines Inc.,L,2015,3
8088,DL,Delta Air Lines Inc.,P,2020,1
8097.78,NK,Spirit Air Lines,L,2014,4
8128,DL,Delta Air Lines Inc.,P,2021,3
8157.22,F9,Frontier Airlines Inc.,L,2017,3
8456,AS,Alaska Airlines Inc.,L,2014,3
8610.45,NK,Spirit Air Lines,L,2016,1
8769.08,B6,JetBlue Airways,D,2013,1
8867,AS,Alaska Airlines Inc.,L,2019,2
9119.65,UA,United Air Lines Inc.,L,2012,4
9247.06,HA,Hawaiian Airlines Inc.,P,2019,2
9345,AS,Alaska Airlines Inc.,L,2015,1
9635.81,F9,Frontier Airlines Inc.,L,2019,4
9880,AA,American Airlines Inc.,P,2010,3
9924,WN,Southwest Airlines Co.,L,2014,2
